[2026-04-01 19:30:49] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-04 11:11:44] ERROR: Registration was failed: register.php
[2026-04-04 11:48:34] ERROR: Registration was failed: register.php
[2026-04-05 00:25:32] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-05 22:45:20] ERROR: Registration was failed: register.php
[2026-04-05 23:15:52] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-05 23:33:13] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-05 23:43:39] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-05 23:43:44] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-05 23:43:55] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-06 23:11:53] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-06 23:13:07] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-07 12:33:23] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-07 12:37:58] ERROR: Payment was not created by anton1999@gmail.com
[2026-04-07 23:24:52] ERROR: User not found: login.php
[2026-04-11 19:39:24] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:24] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:25] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:25] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:25] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:25] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:29] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:29] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:29] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:29] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:42] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:49] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-11 19:39:49] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:10] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:10] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:11] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:11] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:11] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:11] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:16] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:17:16] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:48] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:48] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:50] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:50] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:53] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:53] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:54] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:54] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:54] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:54] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:54] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:54] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:18:57] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:20:00] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:20:20] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:23:32] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:00] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:00] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:04] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:04] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:08] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:08] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:24:47] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:29:45] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:30:44] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:30:55] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-12 23:31:27] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 11:39:01] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 11:41:53] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 11:47:31] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 11:51:25] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:24:44] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:24:44] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:29:36] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:30:19] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:30:24] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:30:49] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:30:58] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:31:24] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:33:39] ERROR: Call to undefined method Monolog\Logger::write()
[2026-04-13 12:36:24] ERROR: Call to undefined method Monolog\Logger::write()
